candidate_id,tsa_id,tsa_section,tsa_text,target_corpus,target_id,target_text,rank,cosine_similarity,tentative_alignment_type
CAND-00148,TSA-050,T2,Verify contractors have background investigation policies at least as rigorous,CSF2.0,RS.AN-06,"Actions performed during an investigation are recorded, and the records' integrity and provenance are preserved",1,0.0774,No Match
CAND-00149,TSA-050,T2,Verify contractors have background investigation policies at least as rigorous,CSF2.0,GV.RR-03,"Adequate resources are allocated commensurate with the cybersecurity risk strategy, roles, responsibilities, and policies",2,0.0335,No Match
CAND-00150,TSA-050,T2,Verify contractors have background investigation policies at least as rigorous,CSF2.0,GV.SC-01,"A cybersecurity supply chain risk management program, strategy, objectives, policies, and processes are established and agreed to by organizational stakeholders",3,0.029,No Match
CAND-00151,TSA-051,T2,"Conduct recurring background investigations, not to exceed 10 years, for security positions",CSF2.0,ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",1,0.0164,No Match
CAND-00152,TSA-051,T2,"Conduct recurring background investigations, not to exceed 10 years, for security positions",CSF2.0,GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle",2,0.0124,No Match
CAND-00153,TSA-051,T2,"Conduct recurring background investigations, not to exceed 10 years, for security positions",CSF2.0,RC.RP-06,"The end of incident recovery is declared based on criteria, and incident-related documentation is completed",3,0.0,No Match
CAND-00154,TSA-052,T2,Develop and implement maintenance program ensuring security systems in good working order,CSF2.0,ID.AM-02,"Inventories of software, services, and systems managed by the organization are maintained",1,0.0533,No Match
CAND-00155,TSA-052,T2,Develop and implement maintenance program ensuring security systems in good working order,CSF2.0,ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles",2,0.0476,No Match
CAND-00156,TSA-052,T2,Develop and implement maintenance program ensuring security systems in good working order,CSF2.0,GV.SC-01,"A cybersecurity supply chain risk management program, strategy, objectives, policies, and processes are established and agreed to by organizational stakeholders",3,0.0403,No Match
CAND-00157,TSA-053,T2,"Through routine use or quarterly exam, verify proper operation of all security equipment",CSF2.0,PR.DS-10,"The confidentiality, integrity, and availability of data-in-use are protected",1,0.0592,No Match
CAND-00158,TSA-053,T2,"Through routine use or quarterly exam, verify proper operation of all security equipment",CSF2.0,ID.RA-09,The authenticity and integrity of hardware and software are assessed prior to acquisition and use,2,0.0479,No Match
CAND-00159,TSA-053,T2,"Through routine use or quarterly exam, verify proper operation of all security equipment",CSF2.0,ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",3,0.0159,No Match
CAND-00160,TSA-054,T2,Identify and respond to security equipment malfunctions or failures in timely manner,CSF2.0,ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",1,0.0173,No Match
CAND-00161,TSA-054,T2,Identify and respond to security equipment malfunctions or failures in timely manner,CSF2.0,GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle",2,0.0131,No Match
CAND-00162,TSA-054,T2,Identify and respond to security equipment malfunctions or failures in timely manner,CSF2.0,RC.RP-06,"The end of incident recovery is declared based on criteria, and incident-related documentation is completed",3,0.0,No Match
CAND-00163,TSA-055,T2,Provide equivalent protective security measures during power outages or equipment failure,CSF2.0,ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",1,0.0164,No Match
CAND-00164,TSA-055,T2,Provide equivalent protective security measures during power outages or equipment failure,CSF2.0,GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle",2,0.0124,No Match
CAND-00165,TSA-055,T2,Provide equivalent protective security measures during power outages or equipment failure,CSF2.0,RC.RP-06,"The end of incident recovery is declared based on criteria, and incident-related documentation is completed",3,0.0,No Match
CAND-00166,TSA-056,T2,"Integrate security risk mitigation measures during design, construction, renovation",CSF2.0,GV.SC-03,"Cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management, risk assessment, and improvement processes",1,0.0548,No Match
CAND-00167,TSA-056,T2,"Integrate security risk mitigation measures during design, construction, renovation",CSF2.0,GV.RM-02,"Risk appetite and risk tolerance statements are established, communicated, and maintained",2,0.0488,No Match
CAND-00168,TSA-056,T2,"Integrate security risk mitigation measures during design, construction, renovation",CSF2.0,GV.RM-03,Cybersecurity risk management activities and outcomes are included in enterprise risk management processes,3,0.0448,No Match
CAND-00169,TSA-057,T2,Update facility SVA within 12 months following significant modifications,CSF2.0,RC.CO-04,Public updates on incident recovery are shared using approved methods and messaging,1,0.0,No Match
CAND-00170,TSA-057,T2,Update facility SVA within 12 months following significant modifications,CSF2.0,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,2,0.0,No Match
CAND-00171,TSA-057,T2,Update facility SVA within 12 months following significant modifications,CSF2.0,RC.RP-06,"The end of incident recovery is declared based on criteria, and incident-related documentation is completed",3,0.0,No Match
CAND-00172,TSA-058,T2,Develop internal and external notification requirements and procedures,CSF2.0,RS.CO-02,Internal and external stakeholders are notified of incidents,1,0.2348,Partial
CAND-00173,TSA-058,T2,Develop internal and external notification requirements and procedures,CSF2.0,ID.RA-03,Internal and external threats to the organization are identified and recorded,2,0.2117,Partial
CAND-00174,TSA-058,T2,Develop internal and external notification requirements and procedures,CSF2.0,RS.CO-03,Information is shared with designated internal and external stakeholders,3,0.2113,Partial
CAND-00175,TSA-059,T2,Document and periodically update contact and communication information,CSF2.0,DE.AE-03,Information is correlated from multiple sources,1,0.0626,No Match
CAND-00176,TSA-059,T2,Document and periodically update contact and communication information,CSF2.0,GV.RM-05,"Lines of communication across the organization are established for cybersecurity risks, including risks from suppliers and other third parties",2,0.0563,No Match
CAND-00177,TSA-059,T2,Document and periodically update contact and communication information,CSF2.0,RS.CO-03,Information is shared with designated internal and external stakeholders,3,0.0561,No Match
CAND-00178,TSA-060,T2,Ensure primary and alternate communication capabilities exist for reporting events,CSF2.0,GV.OC-05,"Outcomes, capabilities, and services that the organization depends on are understood and communicated",1,0.0628,No Match
CAND-00179,TSA-060,T2,Ensure primary and alternate communication capabilities exist for reporting events,CSF2.0,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,2,0.0496,No Match
CAND-00180,TSA-060,T2,Ensure primary and alternate communication capabilities exist for reporting events,CSF2.0,GV.OC-04,"Critical objectives, capabilities, and services that external stakeholders depend on or expect from the organization are understood and communicated",3,0.0496,No Match
CAND-00181,TSA-061,T2,"Establish defined process for receiving, handling, disseminating security information",CSF2.0,ID.RA-08,"Processes for receiving, analyzing, and responding to vulnerability disclosures are established",1,0.0735,No Match
CAND-00182,TSA-061,T2,"Establish defined process for receiving, handling, disseminating security information",CSF2.0,DE.AE-08,Incidents are declared when adverse events meet the defined incident criteria,2,0.0658,No Match
CAND-00183,TSA-061,T2,"Establish defined process for receiving, handling, disseminating security information",CSF2.0,DE.AE-03,Information is correlated from multiple sources,3,0.0545,No Match
CAND-00184,TSA-062,T2,"Provide security awareness briefings including incident recognition upon hiring, every 3 years",CSF2.0,ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",1,0.0558,No Match
CAND-00185,TSA-062,T2,"Provide security awareness briefings including incident recognition upon hiring, every 3 years",CSF2.0,RS.MA-01,The incident response plan is executed in coordination with relevant third parties once an incident is declared,2,0.0512,No Match
CAND-00186,TSA-062,T2,"Provide security awareness briefings including incident recognition upon hiring, every 3 years",CSF2.0,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,3,0.0476,No Match
CAND-00187,TSA-063,T2,Provide security training including incident response to assigned security personnel,CSF2.0,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,1,0.1847,Partial
